0, 0, 11084, 21048, 0
1, 0, 6635, 21049, 0
2, 0, 8661, 21050, 0
3, 0, 9043, 21051, 0
4, 0, 18370, 21052, 0
5, 0, 18307, 21053, 0
6, 0, 14043, 21054, 0
7, 0, 18621, 21055, 0
8, 0, 17132, 21056, 0
9, 0, 6762, 21057, 0
10, 0, 9720, 21058, 0
11, 0, 10890, 21059, 0
12, 0, 20332, 21060, 0
13, 0, 20870, 21061, 0
14, 0, 3885, 21062, 0
15, 0, 17859, 21063, 0
16, 0, 9551, 21064, 0
17, 0, 9478, 21065, 0
18, 0, 18228, 21066, 0
19, 0, 8430, 21067, 0
20, 0, 9023, 21068, 0
21, 0, 6464, 21069, 0
22, 0, 19031, 21070, 0
23, 0, 13924, 21071, 0
24, 0, 11210, 21072, 0
25, 0, 16374, 21073, 0
26, 0, 17157, 21074, 0
27, 0, 19995, 21075, 0
28, 0, 19088, 21076, 0
29, 1, 21048, 21049, 1.928650
30, 1, 21048, 21050, 1.136235
31, 1, 21048, 21051, 1.119787
32, 1, 21048, 21052, 4.330548
33, 1, 21048, 21053, 4.399658
34, 1, 21048, 21054, 2.979142
35, 1, 21048, 21055, 4.608226
36, 1, 21048, 21056, 4.211504
37, 1, 21048, 21057, 1.850260
38, 1, 21048, 21058, 1.383358
39, 1, 21048, 21059, 2.046173
40, 1, 21048, 21060, 7.282462
41, 1, 21048, 21061, 7.426262
42, 1, 21048, 21062, 3.114978
43, 1, 21048, 21063, 4.920295
44, 1, 21048, 21064, 0.700884
45, 1, 21048, 21065, 0.788302
46, 1, 21048, 21066, 5.107778
47, 1, 21048, 21067, 1.320700
48, 1, 21048, 21068, 1.242502
49, 1, 21048, 21069, 2.020748
50, 1, 21048, 21070, 4.919401
51, 1, 21048, 21071, 6.637339
52, 1, 21048, 21072, 0.124767
53, 1, 21048, 21073, 2.963491
54, 1, 21048, 21074, 4.100888
55, 1, 21048, 21075, 5.719827
56, 1, 21048, 21076, 7.681935
57, 1, 21049, 21050, 1.243047
58, 1, 21049, 21051, 1.426176
59, 1, 21049, 21052, 5.442161
60, 1, 21049, 21053, 5.497861
61, 1, 21049, 21054, 3.841659
62, 1, 21049, 21055, 5.685851
63, 1, 21049, 21056, 5.252435
64, 1, 21049, 21057, 0.199346
65, 1, 21049, 21058, 1.381942
66, 1, 21049, 21059, 2.378362
67, 1, 21049, 21060, 8.088378
68, 1, 21049, 21061, 8.251811
69, 1, 21049, 21062, 1.361955
70, 1, 21049, 21063, 5.822278
71, 1, 21049, 21064, 1.348099
72, 1, 21049, 21065, 1.363307
73, 1, 21049, 21066, 6.002000
74, 1, 21049, 21067, 0.662425
75, 1, 21049, 21068, 0.989799
76, 1, 21049, 21069, 0.325384
77, 1, 21049, 21070, 5.963367
78, 1, 21049, 21071, 6.625176
79, 1, 21049, 21072, 2.041011
80, 1, 21049, 21073, 4.377634
81, 1, 21049, 21074, 5.172627
82, 1, 21049, 21075, 6.751404
83, 1, 21049, 21076, 8.225615
84, 1, 21050, 21051, 0.184880
85, 1, 21050, 21052, 5.368268
86, 1, 21050, 21053, 5.434116
87, 1, 21050, 21054, 3.904416
88, 1, 21050, 21055, 5.638692
89, 1, 21050, 21056, 5.225865
90, 1, 21050, 21057, 1.075171
91, 1, 21050, 21058, 1.687766
92, 1, 21050, 21059, 2.675484
93, 1, 21050, 21060, 8.246202
94, 1, 21050, 21061, 8.397497
95, 1, 21050, 21062, 2.105626
96, 1, 21050, 21063, 5.897359
97, 1, 21050, 21064, 0.462525
98, 1, 21050, 21065, 0.350327
99, 1, 21050, 21066, 6.084287
100, 1, 21050, 21067, 0.998092
101, 1, 21050, 21068, 1.270592
102, 1, 21050, 21069, 1.160074
103, 1, 21050, 21070, 5.942685
104, 1, 21050, 21071, 7.257017
105, 1, 21050, 21072, 1.195622
106, 1, 21050, 21073, 4.065323
107, 1, 21050, 21074, 5.123573
108, 1, 21050, 21075, 6.746046
109, 1, 21050, 21076, 8.552028
110, 1, 21051, 21052, 5.408674
111, 1, 21051, 21053, 5.475720
112, 1, 21051, 21054, 3.973046
113, 1, 21051, 21055, 5.681867
114, 1, 21051, 21056, 5.273806
115, 1, 21051, 21057, 1.255498
116, 1, 21051, 21058, 1.822670
117, 1, 21051, 21059, 2.787463
118, 1, 21051, 21060, 8.311430
119, 1, 21051, 21061, 8.460768
120, 1, 21051, 21062, 2.236962
121, 1, 21051, 21063, 5.957018
122, 1, 21051, 21064, 0.514448
123, 1, 21051, 21065, 0.383981
124, 1, 21051, 21066, 6.144308
125, 1, 21051, 21067, 1.169832
126, 1, 21051, 21068, 1.421014
127, 1, 21051, 21069, 1.331649
128, 1, 21051, 21070, 5.988546
129, 1, 21051, 21071, 7.385116
130, 1, 21051, 21072, 1.161052
131, 1, 21051, 21073, 4.076789
132, 1, 21051, 21074, 5.168740
133, 1, 21051, 21075, 6.791570
134, 1, 21051, 21076, 8.639636
135, 1, 21052, 21053, 0.075610
136, 1, 21052, 21054, 1.626218
137, 1, 21052, 21055, 0.284798
138, 1, 21052, 21056, 0.262805
139, 1, 21052, 21057, 5.513811
140, 1, 21052, 21058, 4.060229
141, 1, 21052, 21059, 3.121852
142, 1, 21052, 21060, 3.038345
143, 1, 21052, 21061, 3.162521
144, 1, 21052, 21062, 6.794037
145, 1, 21052, 21063, 0.814941
146, 1, 21052, 21064, 4.908618
147, 1, 21052, 21065, 5.032179
148, 1, 21052, 21066, 0.963043
149, 1, 21052, 21067, 4.860538
150, 1, 21052, 21068, 4.477593
151, 1, 21052, 21069, 5.720278
152, 1, 21052, 21070, 0.602315
153, 1, 21052, 21071, 3.894977
154, 1, 21052, 21072, 4.335048
155, 1, 21052, 21073, 1.511485
156, 1, 21052, 21074, 0.279595
157, 1, 21052, 21075, 1.391152
158, 1, 21052, 21076, 3.705126
159, 1, 21053, 21054, 1.674458
160, 1, 21053, 21055, 0.211031
161, 1, 21053, 21056, 0.278935
162, 1, 21053, 21057, 5.571204
163, 1, 21053, 21058, 4.116067
164, 1, 21053, 21059, 3.170899
165, 1, 21053, 21060, 2.963201
166, 1, 21053, 21061, 3.087788
167, 1, 21053, 21062, 6.848284
168, 1, 21053, 21063, 0.745989
