0, 0, 0, -121.904167, 41.974556
1, 0, 0, -121.902153, 41.974766
2, 0, 0, -121.896790, 41.988075
3, 0, 0, -121.889603, 41.998032
4, 0, 0, -121.886681, 42.008739
5, 0, 0, -121.915062, 41.970314
6, 0, 0, -121.910088, 41.973942
7, 0, 0, -121.916199, 41.969482
8, 0, 0, -121.903198, 41.968456
9, 0, 0, -122.553284, 41.895241
10, 0, 0, -122.542992, 41.903084
11, 0, 0, -122.546921, 41.915726
12, 0, 0, -122.520287, 41.907001
13, 0, 0, -122.503967, 41.906689
14, 0, 0, -122.472076, 41.911068
15, 0, 0, -122.463829, 41.914925
16, 0, 0, -122.454803, 41.923870
17, 0, 0, -122.440536, 41.946377
18, 0, 0, -122.440498, 41.956013
19, 0, 0, -122.444801, 41.969555
20, 0, 0, -122.442436, 41.977470
21, 0, 0, -122.433220, 41.984360
22, 0, 0, -122.424660, 41.985020
23, 0, 0, -122.412811, 41.983322
24, 0, 0, -122.402168, 41.988213
25, 0, 0, -122.390503, 41.988567
26, 0, 0, -122.384010, 41.991646
27, 0, 0, -122.376556, 41.984219
28, 0, 0, -122.372299, 41.984661
29, 0, 0, -122.352539, 42.001240
30, 0, 0, -122.345123, 42.010807
31, 0, 0, -122.340134, 42.017231
32, 0, 0, -122.604172, 42.012905
33, 0, 0, -122.606087, 42.009228
34, 0, 0, -122.595833, 41.973843
35, 0, 0, -122.592934, 41.963806
36, 0, 0, -122.560463, 41.912502
37, 0, 0, -122.552147, 41.892521
38, 0, 0, -122.554909, 41.879074
39, 0, 0, -122.568123, 41.852474
40, 0, 0, -121.170708, 42.001575
41, 0, 0, -121.155724, 41.992962
42, 0, 0, -121.134956, 41.973145
43, 0, 0, -121.117470, 41.960300
44, 0, 0, -121.093819, 41.951584
45, 0, 0, -121.092003, 41.950382
46, 0, 0, -121.074501, 41.938805
47, 0, 0, -121.061203, 41.923958
48, 0, 0, -121.054169, 41.920101
49, 0, 0, -121.035004, 41.918304
50, 0, 0, -121.025291, 41.920048
51, 0, 0, -120.997559, 41.918797
52, 0, 0, -120.991028, 41.913082
53, 0, 0, -120.976509, 41.893463
54, 0, 0, -120.963600, 41.887257
55, 0, 0, -120.961922, 41.886448
